session_id,user_id,session_start,session_end,duration_minutes,geo_velocity_flag,geo_velocity_detail,failed_login_count,max_failed_attempts_last_10min,device_change_flag,time_since_last_known_device_ip_minutes,transaction_amount_zscore,max_transaction_amount,total_transaction_amount,new_beneficiary_flag,transaction_velocity,weak_crypto_flag,crypto_deprecated_signal_count,login_event_count,successful_login_count,unique_geo_count,unique_device_count,session_is_attack_scenario,session_attack_types
U1019_S00001,U1019,2026-01-01T10:02:00,2026-01-01T10:02:00,1.0,0,,0,0,0,0.0,-0.1909,3003.46,3003.46,0,1,0,0,0,0,0,0,False,normal
U1045_S00001,U1045,2026-01-01T10:04:00,2026-01-01T10:04:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1004_S00001,U1004,2026-01-01T10:05:00,2026-01-01T10:05:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1110_S00001,U1110,2026-01-01T10:05:00,2026-01-01T10:05:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1052_S00001,U1052,2026-01-01T10:10:00,2026-01-01T10:10:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1086_S00001,U1086,2026-01-01T10:13:00,2026-01-01T10:13:00,1.0,0,,0,0,0,0.0,0.0201,4874.64,4874.64,0,1,0,0,0,0,0,0,False,normal
U1029_S00001,U1029,2026-01-01T10:17:00,2026-01-01T10:17:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1012_S00001,U1012,2026-01-01T10:21:00,2026-01-01T10:21:00,1.0,0,,0,0,0,0.0,-0.015,1380.43,1380.43,0,1,0,0,0,0,0,0,False,normal
U1000_S00002,U1000,2026-01-01T10:23:00,2026-01-01T10:23:00,1.0,0,,0,0,0,0.0,-0.1162,966.01,966.01,0,1,0,0,0,0,0,0,False,normal
U1003_S00001,U1003,2026-01-01T10:25:00,2026-01-01T10:25:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1083_S00001,U1083,2026-01-01T10:26:00,2026-01-01T10:26:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1054_S00002,U1054,2026-01-01T10:27:00,2026-01-01T10:27:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1,1,False,normal
U1113_S00002,U1113,2026-01-01T10:28:00,2026-01-01T10:28:00,1.0,0,,0,0,0,140.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1028_S00002,U1028,2026-01-01T10:33:00,2026-01-01T10:33:00,1.0,0,,0,0,0,113.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1117_S00001,U1117,2026-01-01T10:33:00,2026-01-01T10:33:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1018_S00001,U1018,2026-01-01T10:35:00,2026-01-01T10:35:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1034_S00001,U1034,2026-01-01T10:36:00,2026-01-01T10:36:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1069_S00002,U1069,2026-01-01T10:36:00,2026-01-01T10:36:00,1.0,0,,0,0,0,0.0,-0.6901,4244.01,4244.01,0,1,0,0,0,0,0,0,False,normal
U1074_S00001,U1074,2026-01-01T10:36:00,2026-01-01T10:36:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1049_S00002,U1049,2026-01-01T10:40:00,2026-01-01T10:40:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1008_S00001,U1008,2026-01-01T10:46:00,2026-01-01T10:46:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1014_S00002,U1014,2026-01-01T10:46:00,2026-01-01T10:46:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1108_S00001,U1108,2026-01-01T10:49:00,2026-01-01T10:49:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1073_S00001,U1073,2026-01-01T10:52:00,2026-01-01T11:08:00,16.0,0,,0,0,0,0.0,0.0039,3557.78,3557.78,0,1,0,0,1,1,1,1,False,normal
U1097_S00001,U1097,2026-01-01T10:54:00,2026-01-01T10:54:00,1.0,0,,0,0,0,0.0,-0.0252,711.57,711.57,0,1,0,0,0,0,0,0,False,normal
U1053_S00002,U1053,2026-01-01T11:09:00,2026-01-01T11:09:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1064_S00002,U1064,2026-01-01T11:10:00,2026-01-01T11:10:00,1.0,0,,0,0,0,108.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1010_S00002,U1010,2026-01-01T11:14:00,2026-01-01T11:14:00,1.0,0,,0,0,0,0.0,0.3652,5550.73,5550.73,0,1,0,0,0,0,0,0,False,normal
U1061_S00001,U1061,2026-01-01T11:17:00,2026-01-01T11:17:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1007_S00001,U1007,2026-01-01T11:20:00,2026-01-01T11:20:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1025_S00002,U1025,2026-01-01T11:22:00,2026-01-01T11:33:00,11.0,0,,5,5,0,0.0,3.2866,150000.0,150000.0,1,1,0,0,6,1,1,1,True,credential_stuffing_new_beneficiary
U1095_S00002,U1095,2026-01-01T11:22:00,2026-01-01T11:22:00,1.0,0,,0,0,0,0.0,-0.0621,2223.5,2223.5,0,1,0,0,0,0,0,0,False,normal
U1089_S00001,U1089,2026-01-01T11:23:00,2026-01-01T11:23:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1092_S00001,U1092,2026-01-01T11:25:00,2026-01-01T11:25:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1026_S00001,U1026,2026-01-01T11:26:00,2026-01-01T11:26:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1117_S00002,U1117,2026-01-01T11:27:00,2026-01-01T11:27:00,1.0,0,,0,0,0,0.0,-0.0282,2856.88,2856.88,0,1,0,0,0,0,0,0,False,normal
U1015_S00001,U1015,2026-01-01T11:38:00,2026-01-01T11:38:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1008_S00002,U1008,2026-01-01T11:45:00,2026-01-01T11:45:00,1.0,0,,0,0,0,0.0,-0.0103,3252.02,3252.02,1,1,0,0,0,0,0,0,False,normal
U1038_S00001,U1038,2026-01-01T11:45:00,2026-01-01T12:00:00,15.0,1,Mumbai -> Berlin in 12 min,0,0,0,0.0,4.125,200000.0,200000.0,1,1,0,0,2,2,2,1,True,impossible_travel
U1065_S00001,U1065,2026-01-01T11:45:00,2026-01-01T12:08:00,23.0,0,,0,0,0,0.0,0.0504,4295.22,4295.22,0,1,0,0,1,1,1,1,False,normal
U1110_S00002,U1110,2026-01-01T11:51:00,2026-01-01T11:51:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal
U1019_S00002,U1019,2026-01-01T11:54:00,2026-01-01T11:54:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1073_S00002,U1073,2026-01-01T11:56:00,2026-01-01T11:56:00,1.0,0,,0,0,0,48.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1096_S00001,U1096,2026-01-01T11:56:00,2026-01-01T11:56:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1017_S00001,U1017,2026-01-01T11:57:00,2026-01-01T11:57:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1115_S00001,U1115,2026-01-01T11:59:00,2026-01-01T11:59:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1005_S00001,U1005,2026-01-01T12:00:00,2026-01-01T12:00:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1066_S00002,U1066,2026-01-01T12:02:00,2026-01-01T12:02:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1077_S00002,U1077,2026-01-01T12:03:00,2026-01-01T12:03:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1047_S00002,U1047,2026-01-01T12:11:00,2026-01-01T12:41:00,30.0,0,,0,0,0,0.0,0.0853,6363.32,9036.55,0,2,0,0,0,0,0,0,False,normal
U1074_S00002,U1074,2026-01-01T12:11:00,2026-01-01T12:11:00,1.0,0,,0,0,0,0.0,-0.0191,1848.17,1848.17,0,1,0,0,0,0,0,0,False,normal
U1081_S00002,U1081,2026-01-01T12:14:00,2026-01-01T12:14:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1022_S00001,U1022,2026-01-01T12:15:00,2026-01-01T12:15:00,1.0,0,,0,0,0,0.0,3.7111,14351.32,14351.32,0,1,0,0,0,0,0,0,False,normal
U1040_S00001,U1040,2026-01-01T12:23:00,2026-01-01T12:41:00,18.0,0,,0,0,0,0.0,0.1973,3667.36,6694.41,0,2,0,0,0,0,0,0,False,normal
U1006_S00001,U1006,2026-01-01T12:28:00,2026-01-01T12:28:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1067_S00002,U1067,2026-01-01T12:29:00,2026-01-01T12:29:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1028_S00003,U1028,2026-01-01T12:31:00,2026-01-01T12:31:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1087_S00001,U1087,2026-01-01T12:32:00,2026-01-01T12:32:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1101_S00001,U1101,2026-01-01T12:32:00,2026-01-01T12:32:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1014_S00003,U1014,2026-01-01T12:33:00,2026-01-01T12:33:00,1.0,0,,0,0,0,107.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1115_S00002,U1115,2026-01-01T12:34:00,2026-01-01T12:34:00,1.0,0,,0,0,0,35.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1057_S00001,U1057,2026-01-01T12:35:00,2026-01-01T12:35:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1064_S00003,U1064,2026-01-01T12:36:00,2026-01-01T12:36:00,1.0,0,,0,0,0,0.0,-0.0933,6114.46,6114.46,0,1,0,0,0,0,0,0,False,normal
U1096_S00002,U1096,2026-01-01T12:36:00,2026-01-01T12:54:00,18.0,0,,0,0,0,40.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal
U1050_S00001,U1050,2026-01-01T12:45:00,2026-01-01T12:45:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1078_S00001,U1078,2026-01-01T12:45:00,2026-01-01T12:45:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1107_S00001,U1107,2026-01-01T12:46:00,2026-01-01T12:46:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1091_S00001,U1091,2026-01-01T12:49:00,2026-01-01T12:49:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1051_S00002,U1051,2026-01-01T12:53:00,2026-01-01T12:54:00,1.0,0,,0,0,1,221.0,0.0,0.0,0.0,0,0,0,0,2,2,1,2,False,normal
U1090_S00002,U1090,2026-01-01T12:55:00,2026-01-01T12:55:00,1.0,0,,0,0,0,0.0,-0.8429,2214.79,2214.79,1,1,0,0,0,0,0,0,False,normal
U1083_S00002,U1083,2026-01-01T12:56:00,2026-01-01T12:56:00,1.0,0,,0,0,0,150.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1034_S00002,U1034,2026-01-01T12:59:00,2026-01-01T12:59:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1058_S00001,U1058,2026-01-01T13:00:00,2026-01-01T13:00:00,1.0,0,,0,0,0,0.0,-0.0439,2342.87,2342.87,0,1,0,0,0,0,0,0,False,normal
U1104_S00001,U1104,2026-01-01T13:02:00,2026-01-01T13:02:00,1.0,0,,0,0,0,0.0,2.5326,3758.66,3758.66,0,1,0,0,0,0,0,0,False,normal
U1005_S00002,U1005,2026-01-01T13:08:00,2026-01-01T13:08:00,1.0,0,,0,0,0,0.0,-0.4676,1759.89,1759.89,0,1,0,0,0,0,0,0,False,normal
U1084_S00001,U1084,2026-01-01T13:15:00,2026-01-01T13:15:00,1.0,0,,0,0,0,0.0,0.4764,1909.96,1909.96,0,1,0,0,0,0,0,0,False,normal
U1025_S00003,U1025,2026-01-01T13:18:00,2026-01-01T13:18:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1095_S00003,U1095,2026-01-01T13:18:00,2026-01-01T13:18:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1012_S00002,U1012,2026-01-01T13:23:00,2026-01-01T13:23:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1056_S00001,U1056,2026-01-01T13:28:00,2026-01-01T13:28:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1018_S00002,U1018,2026-01-01T13:35:00,2026-01-01T13:41:00,6.0,0,,0,0,1,180.0,0.0,0.0,0.0,0,0,0,0,2,2,1,2,False,normal
U1094_S00001,U1094,2026-01-01T13:40:00,2026-01-01T13:40:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1065_S00002,U1065,2026-01-01T13:41:00,2026-01-01T13:41:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1003_S00002,U1003,2026-01-01T13:42:00,2026-01-01T13:42:00,1.0,0,,0,0,0,0.0,0.0115,2606.78,2606.78,0,1,0,0,0,0,0,0,False,normal
U1099_S00002,U1099,2026-01-01T13:43:00,2026-01-01T13:43:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1023_S00002,U1023,2026-01-01T13:44:00,2026-01-01T13:44:00,1.0,0,,0,0,0,0.0,-0.0308,2177.28,2177.28,0,1,0,0,0,0,0,0,False,normal
U1011_S00001,U1011,2026-01-01T13:51:00,2026-01-01T13:51:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
U1048_S00001,U1048,2026-01-01T13:52:00,2026-01-01T13:52:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1097_S00002,U1097,2026-01-01T13:58:00,2026-01-01T14:03:00,5.0,0,,0,0,0,0.0,0.0148,1854.79,3617.1,0,2,0,0,0,0,0,0,False,normal
U1105_S00001,U1105,2026-01-01T14:04:00,2026-01-01T14:04:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1083_S00003,U1083,2026-01-01T14:06:00,2026-01-01T14:33:00,27.0,1,Bengaluru -> Dubai in 9 min,0,0,1,70.0,-0.5469,2227.56,2227.56,0,1,1,1,2,2,2,2,False,normal
U1104_S00002,U1104,2026-01-01T14:09:00,2026-01-01T14:09:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1043_S00001,U1043,2026-01-01T14:11:00,2026-01-01T14:11:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1031_S00001,U1031,2026-01-01T14:12:00,2026-01-01T14:12:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1016_S00001,U1016,2026-01-01T14:19:00,2026-01-01T14:40:00,21.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal
U1070_S00001,U1070,2026-01-01T14:20:00,2026-01-01T14:28:00,8.0,0,,0,0,0,0.0,-0.0379,2536.87,2536.87,0,1,0,0,1,1,1,1,False,normal
U1044_S00002,U1044,2026-01-01T14:22:00,2026-01-01T14:22:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1022_S00002,U1022,2026-01-01T14:23:00,2026-01-01T14:23:00,1.0,0,,0,0,0,0.0,0.0224,4089.92,4089.92,0,1,0,0,0,0,0,0,False,normal
U1047_S00003,U1047,2026-01-01T14:24:00,2026-01-01T14:24:00,1.0,0,,0,0,0,0.0,-0.0438,1560.43,1560.43,0,1,0,0,0,0,0,0,False,normal
U1042_S00002,U1042,2026-01-01T14:27:00,2026-01-01T14:31:00,4.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,False,normal
U1025_S00004,U1025,2026-01-01T14:39:00,2026-01-01T14:39:00,1.0,0,,0,0,0,301.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1033_S00002,U1033,2026-01-01T14:40:00,2026-01-01T14:40:00,1.0,0,,0,0,0,325.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1100_S00001,U1100,2026-01-01T14:42:00,2026-01-01T14:42:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1108_S00002,U1108,2026-01-01T14:45:00,2026-01-01T14:45:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1069_S00003,U1069,2026-01-01T14:49:00,2026-01-01T14:49:00,1.0,0,,0,0,0,408.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1050_S00002,U1050,2026-01-01T14:53:00,2026-01-01T14:53:00,1.0,0,,0,0,0,128.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1061_S00002,U1061,2026-01-01T14:57:00,2026-01-01T14:57:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1041_S00001,U1041,2026-01-01T15:01:00,2026-01-01T15:01:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,1,False,normal
U1010_S00003,U1010,2026-01-01T15:02:00,2026-01-01T15:30:00,28.0,0,,0,0,0,0.0,0.8973,6981.06,11641.82,0,2,0,0,0,0,0,0,False,normal
U1043_S00002,U1043,2026-01-01T15:05:00,2026-01-01T15:05:00,1.0,0,,0,0,0,0.0,0.0,5662.04,5662.04,0,1,0,0,0,0,0,0,False,normal
U1063_S00001,U1063,2026-01-01T15:06:00,2026-01-01T15:06:00,1.0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1029_S00002,U1029,2026-01-01T15:12:00,2026-01-01T15:12:00,1.0,0,,0,0,0,295.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,False,normal
U1040_S00002,U1040,2026-01-01T15:12:00,2026-01-01T15:12:00,1.0,0,,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,False,normal
