txn_id,user_id,timestamp,amount,channel,beneficiary_id,beneficiary_is_new,merchant_category,user_avg_txn_amount,is_attack_scenario,attack_type
txn_0002266,U1084,2026-01-01 18:05:00,1995.33,mobile,B_U1084_2,False,groceries,1662.97,False,normal
txn_0001946,U1072,2026-01-01 18:17:00,4284.19,mobile,B_U1072_13,False,electronics,5461.96,False,normal
txn_0000109,U1004,2026-01-01 18:30:00,1794.83,mobile,B_U1004_5,False,dining,2852.1,False,normal
txn_0001621,U1060,2026-01-01 18:32:00,1171.86,mobile,B_U1060_18,False,groceries,2200.45,False,normal
txn_0000865,U1032,2026-01-01 18:45:00,3716.46,mobile,B_U1032_9,False,investment,1492.58,False,normal
txn_0000703,U1026,2026-01-01 18:46:00,1976.37,web,B_U1026_11,False,utilities,2270.01,False,normal
txn_0001730,U1064,2026-01-01 18:57:00,2755.65,mobile,B_U1064_14,False,investment,7922.85,False,normal
txn_0002525,U1094,2026-01-01 19:01:00,3540.14,atm,B_U1094_6,False,travel,2174.74,False,normal
txn_0001595,U1059,2026-01-01 19:04:00,1422.16,mobile,B_U1059_9,False,groceries,2320.66,False,normal
txn_0000029,U1001,2026-01-01 19:30:00,5502.5,mobile,B_U1001_6,False,electronics,2959.57,False,normal
txn_0000433,U1016,2026-01-01 19:34:00,1168.71,mobile,B_U1016_6,False,electronics,2121.6,False,normal
txn_0000866,U1032,2026-01-01 19:35:00,871.59,mobile,B_U1032_3,False,peer_transfer,1492.58,False,normal
txn_0002267,U1084,2026-01-01 19:48:00,1761.28,mobile,B_U1084_4,False,utilities,1662.97,False,normal
txn_0001865,U1069,2026-01-01 19:57:00,4560.75,web,B_U1069_15,False,dining,5981.69,False,normal
txn_0002577,U1096,2026-01-01 20:00:00,6365.07,mobile,B_U1096_9,False,electronics,4725.77,False,normal
txn_0000298,U1011,2026-01-01 20:05:00,8974.25,web,B_U1011_1,False,peer_transfer,9375.34,False,normal
txn_0002026,U1075,2026-01-01 20:14:00,3333.14,atm,B_U1075_7,False,dining,3596.75,False,normal
txn_0002682,U1100,2026-01-01 20:18:00,1848.22,web,B_U1100_8,False,travel,3364.39,False,normal
txn_0000757,U1028,2026-01-01 20:20:00,5480.29,web,B_U1028_15,False,fuel,4440.68,False,normal
txn_0001918,U1071,2026-01-01 20:26:00,4159.51,mobile,B_U1071_3,False,utilities,4084.71,False,normal
txn_0002655,U1099,2026-01-01 20:26:00,5738.34,mobile,B_U1099_2,False,fuel,7588.88,False,normal
txn_0000163,U1006,2026-01-01 20:36:00,1378.94,web,B_U1006_6,False,fuel,2287.03,False,normal
txn_0000569,U1021,2026-01-01 20:38:00,1364.38,web,B_U1021_9,False,utilities,2094.79,False,normal
txn_0003019,U1113,2026-01-01 20:39:00,871.05,mobile,B_U1113_6,False,groceries,1261.03,False,normal
txn_0000137,U1005,2026-01-01 20:58:00,1982.43,mobile,B_U1005_9,False,fuel,2618.11,False,normal
txn_0001297,U1048,2026-01-01 21:13:00,5232.01,mobile,B_U1048_16,False,peer_transfer,2557.77,False,normal
txn_0001757,U1065,2026-01-01 21:26:00,5109.24,web,B_U1065_5,False,travel,2907.56,False,normal
txn_0001274,U1047,2026-01-01 21:40:00,5256.71,atm,B_U1047_14,False,fuel,2870.56,False,normal
txn_0000164,U1006,2026-01-01 21:41:00,959.14,mobile,B_U1006_11,False,peer_transfer,2287.03,False,normal
txn_0002889,U1108,2026-01-01 21:43:00,2468.14,mobile,B_U1108_1,False,travel,3438.35,False,normal
txn_0003045,U1114,2026-01-01 21:53:00,1244.04,web,B_U1114_8,False,dining,2369.62,False,normal
txn_0000138,U1005,2026-01-01 22:06:00,3516.97,mobile,B_U1005_11,False,peer_transfer,2618.11,False,normal
txn_0001513,U1056,2026-01-01 22:07:00,5756.42,mobile,B_U1056_9,False,fuel,4117.9,False,normal
txn_0002890,U1108,2026-01-01 22:21:00,3650.84,web,B_U1108_4,False,dining,3438.35,False,normal
txn_0001405,U1052,2026-01-01 22:35:00,694.64,mobile,B_U1052_1,False,groceries,1695.82,False,normal
txn_0002027,U1075,2026-01-01 22:40:00,4667.09,web,B_U1075_8,False,dining,3596.75,False,normal
txn_0001622,U1060,2026-01-01 22:52:00,1960.07,mobile,B_U1060_8,False,fuel,2200.45,False,normal
txn_0002811,U1105,2026-01-01 23:07:00,4819.72,mobile,B_U1105_2,False,fuel,5101.93,False,normal
txn_0001108,U1041,2026-01-01 23:30:00,5534.55,web,B_U1041_12,False,dining,3955.76,False,normal
txn_0001027,U1038,2026-01-01 23:34:00,4966.58,mobile,B_U1038_13,False,fuel,9163.94,False,normal
txn_0002213,U1082,2026-01-01 23:42:00,2995.23,web,B_U1082_9,False,utilities,4569.76,False,normal
txn_0003020,U1113,2026-01-01 23:51:00,1253.02,mobile,B_U1113_83317,True,groceries,1261.03,False,normal
txn_0000379,U1014,2026-01-01 23:56:00,7611.43,mobile,B_U1014_1,False,investment,5753.35,False,normal
txn_0001460,U1054,2026-01-02 00:13:00,1519.83,web,B_U1054_3,False,fuel,2347.07,False,normal
txn_0000973,U1036,2026-01-02 00:50:00,375.16,mobile,B_U1036_16,False,utilities,1129.15,False,normal
txn_0002500,U1093,2026-01-02 01:01:00,1791.0,mobile,B_U1093_14,False,travel,3053.67,False,normal
txn_0000139,U1005,2026-01-02 01:06:00,1337.79,mobile,B_U1005_14,False,groceries,2618.11,False,normal
txn_0000352,U1013,2026-01-02 01:11:00,5318.37,mobile,B_U1013_9,False,groceries,4381.55,False,normal
txn_0002134,U1079,2026-01-02 01:23:00,1628.01,web,B_U1079_3,False,groceries,1934.95,False,normal
txn_0002501,U1093,2026-01-02 01:35:00,2812.27,mobile,B_U1093_7,False,utilities,3053.67,False,normal
txn_0000299,U1011,2026-01-02 01:36:00,16461.95,mobile,B_U1011_17,False,fuel,9375.34,False,normal
txn_0001275,U1047,2026-01-02 01:39:00,8777.33,mobile,B_U1047_15,False,travel,2870.56,False,normal
txn_0002053,U1076,2026-01-02 01:48:00,4250.22,atm,B_U1076_17,False,fuel,4907.7,False,normal
txn_0000570,U1021,2026-01-02 02:00:00,2541.27,mobile,B_U1021_11,False,travel,2094.79,False,normal
txn_0000676,U1025,2026-01-02 02:01:00,4929.74,web,B_U1025_1,False,peer_transfer,2077.08,False,normal
txn_0001406,U1052,2026-01-02 02:13:00,1568.28,mobile,B_U1052_7,False,peer_transfer,1695.82,False,normal
txn_0001676,U1062,2026-01-02 02:16:00,7490.29,mobile,B_U1062_8,False,dining,5313.72,False,normal
txn_0002786,U1104,2026-01-02 02:16:00,1498.63,mobile,B_U1104_2,False,fuel,1958.45,False,normal
txn_0001623,U1060,2026-01-02 02:34:00,1749.78,web,B_U1060_17,False,fuel,2200.45,False,normal
txn_0002214,U1082,2026-01-02 02:50:00,8444.01,mobile,B_U1082_12,False,investment,4569.76,False,normal
txn_0000838,U1031,2026-01-02 02:55:00,6773.66,web,B_U1031_16,False,dining,3939.68,False,normal
txn_0001783,U1066,2026-01-02 03:07:00,1682.39,mobile,B_U1066_15,False,travel,2174.71,False,normal
txn_0000571,U1021,2026-01-02 03:25:00,1873.94,mobile,B_U1021_8,False,travel,2094.79,False,normal
txn_0002107,U1078,2026-01-02 03:38:00,7184.51,mobile,B_U1078_15,False,groceries,6944.14,False,normal
txn_0000300,U1011,2026-01-02 03:58:00,9875.79,mobile,B_U1011_9,False,groceries,9375.34,False,normal
txn_0002759,U1103,2026-01-02 04:06:00,3472.06,mobile,B_U1103_6,False,dining,3356.29,False,normal
txn_0000084,U1003,2026-01-02 04:20:00,1163.42,mobile,B_U1003_7,False,travel,2001.51,False,normal
txn_0002578,U1096,2026-01-02 04:22:00,7217.17,mobile,B_U1096_13,False,groceries,4725.77,False,normal
txn_0000002,U1000,2026-01-02 04:23:00,2491.71,mobile,B_U1000_2,False,peer_transfer,3431.57,False,normal
txn_0002268,U1084,2026-01-02 04:28:00,1486.05,mobile,B_U1084_2,False,investment,1662.97,False,normal
txn_0002787,U1104,2026-01-02 04:37:00,2557.21,mobile,B_U1104_5,False,dining,1958.45,False,normal
txn_0000056,U1002,2026-01-02 04:42:00,9009.6,mobile,B_U1002_29445,True,travel,4906.58,False,normal
txn_0002369,U1088,2026-01-02 04:51:00,2645.58,mobile,B_U1088_17,False,electronics,1638.89,False,normal
txn_0002837,U1106,2026-01-02 05:04:00,4362.52,web,B_U1106_11,False,electronics,3670.02,False,normal
txn_0000677,U1025,2026-01-02 05:15:00,3893.02,atm,B_U1025_53649,True,travel,2077.08,False,normal
txn_0001433,U1053,2026-01-02 06:01:00,3890.5,web,B_U1053_13,False,fuel,3360.77,False,normal
txn_0001407,U1052,2026-01-02 06:06:00,1555.15,mobile,B_U1052_18,False,investment,1695.82,False,normal
txn_0001408,U1052,2026-01-02 06:06:00,989.92,mobile,B_U1052_4,False,groceries,1695.82,False,normal
txn_0000892,U1033,2026-01-02 06:13:00,2325.19,web,B_U1033_15,False,electronics,2238.38,False,normal
txn_0001276,U1047,2026-01-02 06:13:00,1686.94,mobile,B_U1047_82476,True,electronics,2870.56,False,normal
txn_0000758,U1028,2026-01-02 06:18:00,11111.99,mobile,B_U1028_8,False,investment,4440.68,False,normal
txn_0001325,U1049,2026-01-02 06:29:00,1596.09,mobile,B_U1049_4,False,fuel,1500.95,False,normal
txn_0000487,U1018,2026-01-02 06:33:00,2373.27,mobile,B_U1018_15,False,investment,1714.18,False,normal
txn_0002422,U1090,2026-01-02 06:49:00,5480.73,mobile,B_U1090_17,False,fuel,3957.38,False,normal
txn_0003071,U1115,2026-01-02 06:53:00,1613.52,web,B_U1115_8,False,utilities,1701.41,False,normal
txn_0000140,U1005,2026-01-02 06:55:00,6723.84,mobile,B_U1005_12,False,dining,2618.11,False,normal
txn_0003021,U1113,2026-01-02 07:37:00,695.12,mobile,B_U1113_2,False,utilities,1261.03,False,normal
txn_0002838,U1106,2026-01-02 07:38:00,5181.06,web,B_U1106_8,False,travel,3670.02,False,normal
txn_0000704,U1026,2026-01-02 07:45:00,2355.53,mobile,B_U1026_15,False,investment,2270.01,False,normal
txn_0002000,U1074,2026-01-02 07:54:00,2418.99,mobile,B_U1074_4,False,travel,2873.53,False,normal
txn_0002054,U1076,2026-01-02 08:05:00,1842.73,web,B_U1076_10,False,fuel,4907.7,False,normal
txn_0001135,U1042,2026-01-02 08:07:00,3557.78,mobile,B_U1042_11,False,dining,4610.29,False,normal
txn_0000784,U1029,2026-01-02 08:12:00,1842.23,mobile,B_U1029_16,False,electronics,2499.66,False,normal
txn_0000190,U1007,2026-01-02 08:26:00,2638.01,mobile,B_U1007_1,False,travel,3285.15,False,normal
txn_0001540,U1057,2026-01-02 08:31:00,11815.8,mobile,B_U1057_4,False,investment,6319.59,False,normal
txn_0001702,U1063,2026-01-02 08:46:00,4460.8,mobile,B_U1063_13,False,peer_transfer,10220.13,False,normal
txn_0002474,U1092,2026-01-02 08:52:00,3166.2,web,B_U1092_16,False,utilities,2917.77,False,normal
txn_0000759,U1028,2026-01-02 08:59:00,2629.24,mobile,B_U1028_5,False,electronics,4440.68,False,normal
txn_0001028,U1038,2026-01-02 09:03:00,10817.09,web,B_U1038_18,False,groceries,9163.94,False,normal
txn_0000434,U1016,2026-01-02 09:16:00,2042.57,atm,B_U1016_9,False,peer_transfer,2121.6,False,normal
txn_0002318,U1086,2026-01-02 09:22:00,9817.36,mobile,B_U1086_14,False,travel,4347.82,False,normal
txn_0002161,U1080,2026-01-02 09:34:00,2367.83,mobile,B_U1080_7,False,fuel,2738.22,False,normal
txn_0000705,U1026,2026-01-02 09:37:00,1957.18,atm,B_U1026_11,False,peer_transfer,2270.01,False,normal
txn_0000649,U1024,2026-01-02 09:38:00,3338.64,web,B_U1024_18,False,travel,3630.97,False,normal
txn_0000785,U1029,2026-01-02 09:57:00,1433.6,mobile,B_U1029_17,False,groceries,2499.66,False,normal
txn_0001326,U1049,2026-01-02 10:01:00,1265.08,atm,B_U1049_17,False,travel,1500.95,False,normal
txn_0001514,U1056,2026-01-02 10:10:00,4725.97,mobile,B_U1056_14,False,travel,4117.9,False,normal
txn_0000650,U1024,2026-01-02 10:18:00,2554.91,mobile,B_U1024_38775,True,fuel,3630.97,False,normal
txn_0000919,U1034,2026-01-02 10:20:00,3502.54,mobile,B_U1034_32985,True,electronics,3918.7,False,normal
txn_0001515,U1056,2026-01-02 10:20:00,3528.27,atm,B_U1056_2,False,utilities,4117.9,False,normal
txn_0002734,U1102,2026-01-02 10:38:00,4060.84,atm,B_U1102_17,False,utilities,4673.84,False,normal
txn_0001703,U1063,2026-01-02 10:44:00,5864.54,mobile,B_U1063_15,False,travel,10220.13,False,normal
txn_0001193,U1044,2026-01-02 11:13:00,3479.62,web,B_U1044_10,False,travel,6443.21,False,normal
txn_0002291,U1085,2026-01-02 11:18:00,2156.32,mobile,B_U1085_11,False,electronics,1952.44,False,normal
txn_0002942,U1110,2026-01-02 11:23:00,2928.1,web,B_U1110_16,False,travel,2501.88,False,normal
txn_0002188,U1081,2026-01-02 11:30:00,3133.14,mobile,B_U1081_10,False,electronics,4023.78,False,normal
txn_0000085,U1003,2026-01-02 11:39:00,1123.78,mobile,B_U1003_10,False,utilities,2001.51,False,normal
txn_0000541,U1020,2026-01-02 11:48:00,2487.28,mobile,B_U1020_10,False,investment,2216.94,False,normal
txn_0000301,U1011,2026-01-02 11:49:00,6768.81,web,B_U1011_12,False,fuel,9375.34,False,normal
txn_0001973,U1073,2026-01-02 12:01:00,1377.63,mobile,B_U1073_16,False,groceries,3306.92,False,normal
txn_0003072,U1115,2026-01-02 12:12:00,1500.78,mobile,B_U1115_9,False,peer_transfer,1701.41,False,normal
txn_0000946,U1035,2026-01-02 12:14:00,1567.84,mobile,B_U1035_18,False,peer_transfer,2810.15,False,normal
txn_0002240,U1083,2026-01-02 12:20:00,2364.51,mobile,B_U1083_11,False,groceries,3626.19,False,normal
txn_0000086,U1003,2026-01-02 12:25:00,517.03,atm,B_U1003_3,False,travel,2001.51,False,normal
txn_0001486,U1055,2026-01-02 12:31:00,3735.84,mobile,B_U1055_10,False,travel,2454.82,False,normal
txn_0001352,U1050,2026-01-02 12:37:00,4900.14,web,B_U1050_9,False,travel,3695.41,False,normal
txn_0000191,U1007,2026-01-02 12:40:00,3071.3,web,B_U1007_9,False,groceries,3285.15,False,normal
txn_0001243,U1046,2026-01-02 12:49:00,2951.0,atm,B_U1046_15,False,fuel,2217.91,False,normal
txn_0002292,U1085,2026-01-02 12:50:00,1819.26,mobile,B_U1085_4,False,peer_transfer,1952.44,False,normal
txn_0000572,U1021,2026-01-02 13:10:00,5599.33,web,B_U1021_18,False,investment,2094.79,False,normal
txn_0001892,U1070,2026-01-02 13:30:00,3142.3,mobile,B_U1070_17,False,groceries,4224.9,False,normal
txn_0001054,U1039,2026-01-02 13:31:00,1217.05,web,B_U1039_3,False,investment,1555.7,False,normal
txn_0001677,U1062,2026-01-02 13:32:00,3144.95,mobile,B_U1062_2,False,utilities,5313.72,False,normal
txn_0000786,U1029,2026-01-02 13:37:00,1298.89,web,B_U1029_16,False,fuel,2499.66,False,normal
txn_0003046,U1114,2026-01-02 13:42:00,1489.19,web,B_U1114_1,False,travel,2369.62,False,normal
txn_0000760,U1028,2026-01-02 13:51:00,3978.29,web,B_U1028_9,False,investment,4440.68,False,normal
txn_0001353,U1050,2026-01-02 13:53:00,4593.28,web,B_U1050_6,False,peer_transfer,3695.41,False,normal
txn_0000787,U1029,2026-01-02 13:59:00,5765.26,mobile,B_U1029_13,False,electronics,2499.66,False,normal
txn_0002812,U1105,2026-01-02 14:03:00,4538.4,web,B_U1105_2,False,utilities,5101.93,False,normal
txn_0001298,U1048,2026-01-02 14:08:00,1324.05,web,B_U1048_7,False,travel,2557.77,False,normal
txn_0000761,U1028,2026-01-02 14:10:00,3145.45,web,B_U1028_11,False,dining,4440.68,False,normal
txn_0002189,U1081,2026-01-02 14:17:00,3640.9,web,B_U1081_4,False,peer_transfer,4023.78,False,normal
txn_0002502,U1093,2026-01-02 14:27:00,2643.98,mobile,B_U1093_6,False,fuel,3053.67,False,normal
txn_0001000,U1037,2026-01-02 14:36:00,2111.05,mobile,B_U1037_18,False,peer_transfer,3096.92,False,normal
txn_0002813,U1105,2026-01-02 14:40:00,2288.32,mobile,B_U1105_13,False,fuel,5101.93,False,normal
txn_0000762,U1028,2026-01-02 14:50:00,3018.47,mobile,B_U1028_6,False,groceries,4440.68,False,normal
txn_0001244,U1046,2026-01-02 14:50:00,2378.88,mobile,B_U1046_9,False,fuel,2217.91,False,normal
txn_0002447,U1091,2026-01-02 14:57:00,2599.6,mobile,B_U1091_2,False,peer_transfer,1905.36,False,normal
txn_0000192,U1007,2026-01-02 15:01:00,2023.78,atm,B_U1007_13,False,investment,3285.15,False,normal
txn_0002319,U1086,2026-01-02 15:12:00,3102.37,mobile,B_U1086_8,False,travel,4347.82,False,normal
txn_0001378,U1051,2026-01-02 15:19:00,1237.37,mobile,B_U1051_17,False,travel,1990.06,False,normal
txn_0003124,U1117,2026-01-02 15:20:00,2655.14,mobile,B_U1117_13,False,groceries,3396.23,False,normal
txn_0000515,U1019,2026-01-02 15:23:00,2732.14,mobile,B_U1019_2,False,utilities,4323.75,False,normal
txn_0001409,U1052,2026-01-02 15:33:00,894.01,web,B_U1052_3,False,peer_transfer,1695.82,False,normal
txn_0003150,U1118,2026-01-02 15:39:00,4593.53,mobile,B_U1118_2,False,groceries,3428.82,False,normal
txn_0001974,U1073,2026-01-02 15:54:00,3707.88,mobile,B_U1073_10,False,dining,3306.92,False,normal
txn_0002683,U1100,2026-01-02 15:58:00,3921.65,mobile,B_U1100_3,False,utilities,3364.39,False,normal
txn_0001487,U1055,2026-01-02 15:59:00,2090.79,atm,B_U1055_14,False,peer_transfer,2454.82,False,normal
txn_0002943,U1110,2026-01-02 16:12:00,1728.44,mobile,B_U1110_6,False,utilities,2501.88,False,normal
txn_0002215,U1082,2026-01-02 16:18:00,4755.98,web,B_U1082_4,False,travel,4569.76,False,normal
txn_0002891,U1108,2026-01-02 16:21:00,2055.29,mobile,B_U1108_2,False,travel,3438.35,False,normal
txn_0000141,U1005,2026-01-02 16:22:00,5377.48,mobile,B_U1005_17,False,investment,2618.11,False,normal
txn_0000867,U1032,2026-01-02 16:42:00,1223.71,mobile,B_U1032_4,False,groceries,1492.58,False,normal
txn_0000623,U1023,2026-01-02 16:53:00,4548.91,mobile,B_U1023_9,False,travel,3158.77,False,normal
txn_0000974,U1036,2026-01-02 17:05:00,1083.58,web,B_U1036_16,False,investment,1129.15,False,normal
txn_0002944,U1110,2026-01-02 17:06:00,3612.36,atm,B_U1110_38839,True,groceries,2501.88,False,normal
txn_0002028,U1075,2026-01-02 17:12:00,2247.21,web,B_U1075_5,False,peer_transfer,3596.75,False,normal
txn_0002993,U1112,2026-01-02 17:18:00,5324.95,mobile,B_U1112_9,False,fuel,5205.26,False,normal
txn_0002788,U1104,2026-01-02 17:48:00,1412.61,mobile,B_U1104_18,False,utilities,1958.45,False,normal
txn_0000274,U1010,2026-01-02 17:54:00,2816.45,mobile,B_U1010_5,False,peer_transfer,4545.51,False,normal
txn_0001410,U1052,2026-01-02 18:00:00,674.88,mobile,B_U1052_88466,True,groceries,1695.82,False,normal
txn_0002684,U1100,2026-01-02 18:05:00,1813.94,mobile,B_U1100_6,False,utilities,3364.39,False,normal
txn_0002915,U1109,2026-01-02 18:18:00,2324.84,web,B_U1109_14,False,groceries,5925.56,False,normal
txn_0000731,U1027,2026-01-02 18:19:00,1636.14,mobile,B_U1027_18,False,peer_transfer,2802.86,False,normal
txn_0001866,U1069,2026-01-02 18:39:00,8740.33,mobile,B_U1069_10,False,fuel,5981.69,False,normal
txn_0003047,U1114,2026-01-02 18:57:00,2141.53,mobile,B_U1114_10,False,utilities,2369.62,False,normal
txn_0001461,U1054,2026-01-02 18:58:00,2103.32,mobile,B_U1054_16,False,electronics,2347.07,False,normal
txn_0001837,U1068,2026-01-02 19:17:00,2684.22,web,B_U1068_18,False,utilities,2999.9,False,normal
txn_0000678,U1025,2026-01-02 19:34:00,2246.63,mobile,B_U1025_12,False,peer_transfer,2077.08,False,normal
txn_0002162,U1080,2026-01-02 19:42:00,1079.63,mobile,B_U1080_13,False,fuel,2738.22,False,normal
