event_id,user_id,timestamp,ip_address,geo_location,device_fingerprint,login_status,auth_method,tls_version,cipher_suite,cert_key_length,cert_signature_alg,failed_attempts_last_10min,is_attack_scenario,attack_type
evt_0007315,U1117,2026-01-01 10:33:00,115.97.74.213,Chennai,dev_U1117_3_6143,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0001135,U1018,2026-01-01 10:35:00,152.58.250.18,Pune,dev_U1018_1_2169,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0002143,U1034,2026-01-01 10:36:00,106.51.142.43,Bengaluru,dev_U1034_2_3591,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-384,0,False,normal
evt_0004649,U1074,2026-01-01 10:36:00,157.39.213.171,Kolkata,dev_U1074_2_2122,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0003088,U1049,2026-01-01 10:40:00,115.97.146.28,Chennai,dev_U1049_2_1344,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0000505,U1008,2026-01-01 10:46:00,103.48.122.166,Delhi,dev_U1008_1_4527,success,password,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0000884,U1014,2026-01-01 10:46:00,152.58.213.142,Pune,dev_U1014_1_4733,success,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0006757,U1108,2026-01-01 10:49:00,106.51.110.151,Bengaluru,dev_U1108_3_6753,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004587,U1073,2026-01-01 11:08:00,103.48.86.251,Delhi,dev_U1073_1_1931,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0003341,U1053,2026-01-01 11:09:00,103.48.118.124,Delhi,dev_U1053_3_4510,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0004030,U1064,2026-01-01 11:10:00,157.39.161.135,Kolkata,dev_U1064_3_4872,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0003843,U1061,2026-01-01 11:17:00,103.48.137.142,Delhi,dev_U1061_1_7912,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0000442,U1007,2026-01-01 11:20:00,152.58.84.147,Pune,dev_U1007_3_5552,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0005579,U1089,2026-01-01 11:23:00,103.48.165.75,Delhi,dev_U1089_3_9004,success,biometric,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0005765,U1092,2026-01-01 11:25:00,106.51.169.108,Bengaluru,dev_U1092_3_3647,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0001639,U1026,2026-01-01 11:26:00,152.58.219.251,Pune,dev_U1026_3_8019,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0000946,U1015,2026-01-01 11:38:00,157.39.44.222,Kolkata,dev_U1015_1_4814,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0004091,U1065,2026-01-01 11:45:00,103.48.223.185,Delhi,dev_U1065_1_7658,success,passkey,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0006882,U1110,2026-01-01 11:51:00,106.51.231.27,Bengaluru,dev_U1110_1_1452,success,mfa,TLS 1.1,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0001198,U1019,2026-01-01 11:54:00,152.58.191.131,Pune,dev_U1019_2_3677,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0004588,U1073,2026-01-01 11:56:00,103.48.174.1,Delhi,dev_U1073_1_1931,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0006013,U1096,2026-01-01 11:56:00,103.48.145.128,Delhi,dev_U1096_2_6050,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0001072,U1017,2026-01-01 11:57:00,122.16.165.12,Hyderabad,dev_U1017_1_6820,success,mfa,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0007191,U1115,2026-01-01 11:59:00,152.58.244.40,Pune,dev_U1115_2_1027,success,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0000316,U1005,2026-01-01 12:00:00,152.58.116.234,Pune,dev_U1005_2_7873,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0004153,U1066,2026-01-01 12:02:00,103.48.250.55,Delhi,dev_U1066_2_1960,fail,passkey,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-256,1,False,normal
evt_0004836,U1077,2026-01-01 12:03:00,115.97.219.109,Chennai,dev_U1077_1_9565,success,biometric,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0005083,U1081,2026-01-01 12:14:00,115.97.172.7,Chennai,dev_U1081_1_2638,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0000379,U1006,2026-01-01 12:28:00,115.97.16.85,Chennai,dev_U1006_1_5557,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0004215,U1067,2026-01-01 12:29:00,115.97.58.29,Chennai,dev_U1067_3_5345,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001767,U1028,2026-01-01 12:31:00,103.48.163.194,Delhi,dev_U1028_2_9085,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0005455,U1087,2026-01-01 12:32:00,106.51.35.111,Bengaluru,dev_U1087_3_3546,fail,password,TLS 1.3,TLS_AES_128_GCM_SHA256,3072,SHA-384,1,False,normal
evt_0006323,U1101,2026-01-01 12:32:00,49.36.223.5,Mumbai,dev_U1101_1_3938,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0000885,U1014,2026-01-01 12:33:00,152.58.223.25,Pune,dev_U1014_1_4733,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0007192,U1115,2026-01-01 12:34:00,152.58.165.176,Pune,dev_U1115_2_1027,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0003592,U1057,2026-01-01 12:35:00,115.97.189.133,Chennai,dev_U1057_1_7735,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0006014,U1096,2026-01-01 12:36:00,103.48.233.131,Delhi,dev_U1096_2_6050,success,password,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0003151,U1050,2026-01-01 12:45:00,122.16.73.32,Hyderabad,dev_U1050_1_4608,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0004897,U1078,2026-01-01 12:45:00,103.48.102.141,Delhi,dev_U1078_3_5351,success,biometric,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0006695,U1107,2026-01-01 12:46:00,152.58.211.2,Pune,dev_U1107_2_7528,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-256,0,False,normal
evt_0005703,U1091,2026-01-01 12:49:00,101.100.219.239,Singapore,dev_U1091_3_1058,success,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0003216,U1051,2026-01-01 12:53:00,152.58.86.133,Pune,dev_U1051_3_2104,success,biometric,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0003217,U1051,2026-01-01 12:54:00,152.58.109.230,Pune,dev_U1051_2_4750,success,mfa,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0006015,U1096,2026-01-01 12:54:00,103.48.31.92,Delhi,dev_U1096_2_6050,success,password,TLS 1.3,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0005208,U1083,2026-01-01 12:56:00,106.51.91.174,Bengaluru,dev_U1083_2_5002,success,biometric,TLS 1.3,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0002144,U1034,2026-01-01 12:59:00,106.51.149.92,Bengaluru,dev_U1034_1_8123,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0001577,U1025,2026-01-01 13:18:00,103.48.249.146,Delhi,dev_U1025_3_5040,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0005951,U1095,2026-01-01 13:18:00,49.36.70.49,Mumbai,dev_U1095_1_7049,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,3072,SHA-256,0,False,normal
evt_0000757,U1012,2026-01-01 13:23:00,115.97.79.169,Chennai,dev_U1012_1_2291,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0003529,U1056,2026-01-01 13:28:00,49.36.246.2,Mumbai,dev_U1056_3_6804,fail,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,1,False,normal
evt_0001136,U1018,2026-01-01 13:35:00,152.58.133.28,Pune,dev_U1018_1_2169,success,passkey,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0005889,U1094,2026-01-01 13:40:00,49.36.142.184,Mumbai,dev_U1094_3_9938,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001137,U1018,2026-01-01 13:41:00,152.58.18.121,Pune,dev_U1018_2_3803,success,password,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004092,U1065,2026-01-01 13:41:00,103.48.7.237,Delhi,dev_U1065_3_8886,success,mfa,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-384,0,False,normal
evt_0006200,U1099,2026-01-01 13:43:00,157.39.70.222,Kolkata,dev_U1099_2_3532,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0000694,U1011,2026-01-01 13:51:00,152.58.90.76,Pune,dev_U1011_1_8527,fail,passkey,TLS 1.3,TLS_AES_128_GCM_SHA256,2048,SHA-256,1,False,normal
evt_0003025,U1048,2026-01-01 13:52:00,115.97.130.55,Chennai,dev_U1048_3_4681,success,mfa,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-384,0,False,normal
evt_0006571,U1105,2026-01-01 14:04:00,157.39.114.227,Kolkata,dev_U1105_1_8541,success,mfa,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0005209,U1083,2026-01-01 14:06:00,106.51.184.144,Bengaluru,dev_U1083_2_5002,success,passkey,TLS 1.1,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0006509,U1104,2026-01-01 14:09:00,157.39.173.248,Kolkata,dev_U1104_3_4269,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0002710,U1043,2026-01-01 14:11:00,157.39.253.117,Kolkata,dev_U1043_2_3103,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0001954,U1031,2026-01-01 14:12:00,115.97.186.63,Chennai,dev_U1031_3_9669,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0005210,U1083,2026-01-01 14:15:00,185.52.102.51,Dubai,dev_U1083_3_7054,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0001009,U1016,2026-01-01 14:19:00,106.51.237.73,Bengaluru,dev_U1016_1_8428,success,password,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0002773,U1044,2026-01-01 14:22:00,122.16.240.98,Hyderabad,dev_U1044_1_3705,success,mfa,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0002648,U1042,2026-01-01 14:27:00,152.58.42.104,Pune,dev_U1042_2_2133,success,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0004401,U1070,2026-01-01 14:28:00,106.51.248.234,Bengaluru,dev_U1070_1_4566,success,password,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0002649,U1042,2026-01-01 14:31:00,152.58.96.62,Pune,dev_U1042_2_2133,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001578,U1025,2026-01-01 14:39:00,103.48.244.68,Delhi,dev_U1025_1_5339,success,mfa,TLS 1.2,TLS_AES_256_GCM_SHA384,2048,SHA-384,0,False,normal
evt_0001010,U1016,2026-01-01 14:40:00,106.51.151.197,Bengaluru,dev_U1016_1_8428,success,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0002081,U1033,2026-01-01 14:40:00,157.39.38.66,Kolkata,dev_U1033_2_6573,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0006261,U1100,2026-01-01 14:42:00,157.39.139.127,Kolkata,dev_U1100_1_3662,success,biometric,TLS 1.3,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0006758,U1108,2026-01-01 14:45:00,106.51.74.120,Bengaluru,dev_U1108_2_5573,success,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-256,0,False,normal
evt_0004340,U1069,2026-01-01 14:49:00,152.58.178.237,Pune,dev_U1069_3_4111,success,biometric,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0003152,U1050,2026-01-01 14:53:00,122.16.189.9,Hyderabad,dev_U1050_1_4608,success,biometric,TLS 1.2,TLS_AES_128_GCM_SHA256,4096,SHA-256,0,False,normal
evt_0003844,U1061,2026-01-01 14:57:00,103.48.83.206,Delhi,dev_U1061_3_5563,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-256,0,False,normal
evt_0002584,U1041,2026-01-01 15:01:00,49.36.78.191,Mumbai,dev_U1041_3_2403,success,mfa,TLS 1.1,TLS_RSA_WITH_3DES_EDE_CBC_SHA,1024,SHA-1,0,False,normal
evt_0003967,U1063,2026-01-01 15:06:00,157.39.118.16,Kolkata,dev_U1063_2_1828,success,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-256,0,False,normal
evt_0001829,U1029,2026-01-01 15:12:00,157.39.168.223,Kolkata,dev_U1029_2_2796,success,password,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,4096,SHA-384,0,False,normal
evt_0002521,U1040,2026-01-01 15:12:00,157.39.160.254,Kolkata,dev_U1040_2_6038,fail,passkey,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,1,False,normal
evt_0001640,U1026,2026-01-01 15:24:00,152.58.46.148,Pune,dev_U1026_3_8019,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0001325,U1021,2026-01-01 15:30:00,157.39.147.37,Kolkata,dev_U1021_2_4752,success,biometric,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,2048,SHA-384,0,False,normal
evt_0007316,U1117,2026-01-01 15:32:00,49.36.118.149,Mumbai,dev_U1117_3_6143,success,passkey,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0006201,U1099,2026-01-01 15:33:00,157.39.147.22,Kolkata,dev_U1099_3_4878,success,passkey,TLS 1.2,TLS_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0001513,U1024,2026-01-01 15:50:00,152.58.172.180,Pune,dev_U1024_2_7482,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0006883,U1110,2026-01-01 15:54:00,106.51.99.72,Bengaluru,dev_U1110_1_1452,success,passkey,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,0,False,normal
evt_0000506,U1008,2026-01-01 15:55:00,103.48.207.48,Delhi,dev_U1008_2_6514,success,passkey,TLS 1.3,TLS_AES_256_GCM_SHA384,3072,SHA-384,0,False,normal
evt_0000380,U1006,2026-01-01 16:02:00,122.16.195.213,Hyderabad,dev_U1006_1_5557,success,password,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0004277,U1068,2026-01-01 16:03:00,115.97.178.67,Chennai,dev_U1068_2_5673,success,password,TLS 1.2,TLS_AES_256_GCM_SHA384,3072,SHA-256,0,False,normal
evt_0002082,U1033,2026-01-01 16:04:00,157.39.69.72,Kolkata,dev_U1033_1_5371,success,password,TLS 1.2,TLS_AES_128_GCM_SHA256,2048,SHA-256,0,False,normal
evt_0005084,U1081,2026-01-01 16:07:00,122.16.251.224,Hyderabad,dev_U1081_1_2638,success,mfa,TLS 1.3,TLS_AES_256_GCM_SHA384,2048,SHA-256,0,False,normal
evt_0002899,U1046,2026-01-01 16:08:00,157.39.180.154,Kolkata,dev_U1046_3_7537,success,mfa,TLS 1.2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,4096,SHA-384,0,False,normal
evt_0000820,U1013,2026-01-01 16:09:00,122.16.66.113,Hyderabad,dev_U1013_2_2139,fail,biometric,TLS 1.2,TLS_CHACHA20_POLY1305_SHA256,3072,SHA-384,1,False,normal
